fee_valid_from,regis_id,fund_name_th,fund_abbr_name,fund_class_id,comp_thai_name_rep,dividend_policy,fee_TT,fee_OF,fee_SP,fee_FR,fee_IA,fee_UW,fee_EO,fee_FF,fee_BF,fee_SI,fee_SO,fee_TF,unit_TF,fee_CF,fee_OT,fee_TT_actual,fee_OF_actual,fee_SP_actual,fee_FR_actual,fee_IA_actual,fee_UW_actual,fee_EO_actual,fee_FF_actual,fee_BF_actual,fee_SI_actual,fee_SO_actual,fee_TF_actual,unit_actual_TF,fee_CF_actual,fee_OT_actual,url
31/12/2020,034/2537,กองทุนเปิดบัวหลวงทศพล,BTP,-,บริษัทหลักทรัพย์จัดการกองทุนรวม  บัวหลวง จำกัด,ไม่จ่าย,2.32297,1.605,0.0428,0.1284,ไม่มี,ไม่มี,0.54677,1,1,ไม่มี,ไม่มี,50,บาทต่อหน่วยลงทุน 1000.00 หน่วยหรือเศษของ 1000.00 หน่วย,ไม่มี,,1.8242,1.605,0.0321,0.1284,ไม่มี,ไม่มี,0.0587,ไม่เรียกเก็บ,1,เท่ากับค่าธรรมเนียมการขาย,เท่ากับค่าธรรมเนียมการรับซื้อคืน,50,บาทต่อหน่วยลงทุน 1000.00 หน่วยหรือเศษของ 1000.00 หน่วย,ไม่มี,ตามที่จ่ายจริง,http://market.sec.or.th/public/idisc/th/Download/fund/BTP
31/12/2020,020/2537,กองทุนเปิดธีรทรัพย์,TS,-,บริษัทหลักทรัพย์จัดการกองทุน เอ็มเอฟซี จำกัด (มหาชน),จ่าย,2.975,1.605,0.086,0.107,ไม่มี,ไม่มี,1.177,0.5,1,ไม่มี,ไม่มี,ตามที่นายทะเบียนเรียกเก็บ,,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,2.21,1.61,0.05,0.107,0,0,0.44,0.5,ยกเว้นค่าธรรมเนียม,ไม่มี,ไม่มี,50 บาท/รายการ,,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,http://market.sec.or.th/public/idisc/th/Download/fund/TS
31/12/2020,029/2537,กองทุนเปิดตะวันออกหนึ่ง,DE-1,-,บริษัทหลักทรัพย์จัดการกองทุน เอ็มเอฟซี จำกัด (มหาชน),จ่าย,2.33,1.07,0.0856,0.107,ไม่มี,ไม่มี,1.07,1,1,ไม่มี,ไม่มี,ตามที่นายทะเบียนเรียกเก็บ,,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,1.43,1.07,0.05,0.107,0,0,0.2,0.5,ไม่มี,ไม่มี,ไม่มี,50 บาท/รายการ,,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,http://market.sec.or.th/public/idisc/th/Download/fund/DE-1
31/12/2020,027/2537,กองทุนเปิดสินชฎา,SCDF,-,บริษัทหลักทรัพย์จัดการกองทุน เอ็มเอฟซี จำกัด (มหาชน),จ่าย,2.354,1.07,0.107,0.107,ไม่มี,ไม่มี,1.07,1,1,ไม่มี,ไม่มี,ตามที่นายทะเบียนเรียกเก็บ,,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,2.53,1.07,0.02,0.107,0,0,1.31,0.5,ไม่มี,ไม่มี,ไม่มี,50 บาท/รายการ,,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,http://market.sec.or.th/public/idisc/th/Download/fund/SCDF
2/2/2021,012/2537,กองทุนเปิดบัวแก้ว 2,BKA2,-,บริษัทหลักทรัพย์จัดการกองทุนรวม  บัวหลวง จำกัด,ไม่จ่าย,2.32297,1.605,0.0428,0.1284,ไม่มี,ไม่มี,0.54677,1,1,,,50,บาทต่อหน่วยลงทุน 1000.00 หน่วยหรือเศษของ 1000.00 หน่วย,,,1.7865,1.605,0.0321,0.1284,ไม่มี,ไม่มี,0.021,ไม่เรียกเก็บ,1,เท่ากับค่าธรรมเนียมการขาย,เท่ากับค่าธรรมเนียมการรับซื้อคืน,50,บาทต่อหน่วยลงทุน 1000.00 หน่วยหรือเศษของ 1000.00 หน่วย,ไม่มี,ตามที่จ่ายจริง,http://market.sec.or.th/public/idisc/th/Download/fund/BKA2
31/12/2020,023/2538,กองทุนเปิดสินภิญโญแปด,SF8,-,บริษัทหลักทรัพย์จัดการกองทุน เอ็มเอฟซี จำกัด (มหาชน),จ่าย,2.333,1.07,0.086,0.107,ไม่มี,ไม่มี,1.07,1,1,ไม่มี,ไม่มี,ตามที่นายทะเบียนเรียกเก็บ,,,,1.55,1.07,0.02,0.107,0,0,0.35,0.5,ยกเว้นค่าธรรมเนียม,ไม่มี,ไม่มี,50 บาท/รายการ,,,,http://market.sec.or.th/public/idisc/th/Download/fund/SF8
31/12/2020,021/2537,กองทุนเปิดสินภิญโญเจ็ด,SF7,-,บริษัทหลักทรัพย์จัดการกองทุน เอ็มเอฟซี จำกัด (มหาชน),จ่าย,2.226,0.963,0.086,0.107,ไม่มี,ไม่มี,1.07,1,1,ไม่มี,ไม่มี,ตามที่นายทะเบียนเรียกเก็บ,,,,1.27,0.96,0.02,0.107,0,0,0.18,0.5,ยกเว้นค่าธรรมเนียม,ไม่มี,ไม่มี,50 บาท/รายการ,,,,http://market.sec.or.th/public/idisc/th/Download/fund/SF7
4/1/2021,016/2537,กองทุนเปิด ทิสโก้หุ้นทุนปันผล,TISCOEDF,-,บริษัทหลักทรัพย์จัดการกองทุน ทิสโก้,จ่าย,2.675,1.605,0.06955,0.154615,ไม่มี,ไม่มี,0.8531,5,,,,30,บาทต่อหน่วยลงทุน 10000.00 หน่วยหรือเศษของ 10000.00 หน่วย,50,,1.985,1.605,0.04815,0.162319,ไม่มี,ไม่มี,0.183,1,ไม่มี,ไม่มี,ไม่มี,ปัจจุบันไม่เรียกเก็บ,,50,,http://market.sec.or.th/public/idisc/th/Download/fund/TISCOEDF
12/1/2021,022/2537,กองทุนเปิด เกียรตินาคิน,KKF,-,บริษัทหลักทรัพย์จัดการกองทุน ยูโอบี (ประเทศไทย) จำกัด,จ่าย,4.28,1.605,0.1605,0.13375,ไม่มี,ไม่มี,2.38075,,1.5,,,50,,,ตามที่จ่ายจริง,2.0466,1.605,0.0268,0.1284,ไม่มี,ไม่มี,0.2864,ไม่มี,0.75,ไม่มี,ไม่มี*,50 บาทต่อรายการ,,ไม่มี,ตามที่จ่ายจริง,http://market.sec.or.th/public/idisc/th/Download/fund/KKF
31/12/2020,026/2538,กองทุนเปิดไทยพาณิชย์เพิ่มผลมั่นคง,SCBPMOFUND,SCBPMO,บริษัทหลักทรัพย์จัดการกองทุน ไทยพาณิชย์ จำกัด,จ่าย,3.21,1.8364584,0.0642,0.11,ไม่มี,ไม่มี,1.9464584,2.14,1.07,2.14,1.07,10,บาทต่อหน่วยลงทุน 1000.00 หน่วย,ตามที่นายทะเบียนเรียกเก็บ,ไม่มี,2.07,1.82,0.03,0.07,,,0.15,1.07,,1.07,,10,บาทต่อหน่วยลงทุน 1000.00 หน่วยหรือเศษของ 1000.00 หน่วย,ตามที่นายทะเบียนเรียกเก็บ,,http://market.sec.or.th/public/idisc/th/Download/fund/SCBPMOFUND
31/12/2020,026/2538,กองทุนเปิดไทยพาณิชย์เพิ่มผลมั่นคง,SCBPMOFUND,SCBPMOA,บริษัทหลักทรัพย์จัดการกองทุน ไทยพาณิชย์ จำกัด,ไม่จ่าย,3.21,1.8364584,0.0642,0.11,ไม่มี,ไม่มี,1.9464584,2.14,1.07,2.14,1.07,10,บาทต่อหน่วยลงทุน 1000.00 หน่วย,ตามที่นายทะเบียนเรียกเก็บ,ไม่มี,,,,,,,,,,,,,,,,http://market.sec.or.th/public/idisc/th/Download/fund/SCBPMOFUND
31/12/2020,026/2538,กองทุนเปิดไทยพาณิชย์เพิ่มผลมั่นคง,SCBPMOFUND,SCBPMOP,บริษัทหลักทรัพย์จัดการกองทุน ไทยพาณิชย์ จำกัด,ไม่จ่าย,2.675,1.3014584,0.0642,0.11,ไม่มี,ไม่มี,1.9464584,2.14,1.07,2.14,1.07,10,บาทต่อหน่วยลงทุน 1000.00 หน่วย,ตามที่นายทะเบียนเรียกเก็บ,ไม่มี,0.25,0,0.03,0.07,,,0.15,,,,,10,บาทต่อหน่วยลงทุน 1000.00 หน่วยหรือเศษของ 1000.00 หน่วย,ตามที่นายทะเบียนเรียกเก็บ,,http://market.sec.or.th/public/idisc/th/Download/fund/SCBPMOFUND
31/12/2020,026/2538,กองทุนเปิดไทยพาณิชย์เพิ่มผลมั่นคง,SCBPMOFUND,SCBPMOR,บริษัทหลักทรัพย์จัดการกองทุน ไทยพาณิชย์ จำกัด,ไม่จ่าย,3.21,1.8364584,0.0642,0.11,ไม่มี,ไม่มี,1.9464584,2.14,1.07,2.14,1.07,10,บาทต่อหน่วยลงทุน 1000.00 หน่วย,ตามที่นายทะเบียนเรียกเก็บ,ไม่มี,,,,,,,,,,,,,,,,http://market.sec.or.th/public/idisc/th/Download/fund/SCBPMOFUND
31/12/2020,025/2538,กองทุนเปิดเค ตราสารหนี้,K-FIXED,-,บริษัทหลักทรัพย์จัดการกองทุน กสิกรไทย จำกัด,ไม่จ่าย,1.819,0.535,0.0856,0.1284,ไม่มี,ไม่มี,1.07,1,0.5,มีแบบหลายเงื่อนไข ดูรายละเอียดเพิ่มเติม,มีแบบหลายเงื่อนไข ดูรายละเอียดเพิ่มเติม,ตามที่นายทะเบียนเรียกเก็บ,,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,0.5329,0.428,0.0321,0.0428,,,0.03,0,0,,,,,,,http://market.sec.or.th/public/idisc/th/Download/fund/K-FIXED
